Stock,Daily mean,Annualized rate of return,Annualized volatility,Sharpe ratio,Cumulative return,Max drawdown,Win rate,Composite score,Cluster_Index
stock_42_HSI,0.0023568830645161,0.5939345322580639,0.3898305573782482,1.5235710003148264,0.6661912259549345,-0.2338000496206177,0.4879032258064516,0.6842391304347827,6
stock_11_SP100,0.0017062258064516,0.4299689032258069,0.2768114840626692,1.553291420266593,0.4700455764668534,-0.1948983984469016,0.5241935483870968,0.6842391304347826,0
stock_61_SP100,0.0010669112903225,0.2688616451612899,0.1818399447872872,1.4785620699335285,0.2818232999941557,-0.1277106911282972,0.5685483870967742,0.6820652173913043,0
stock_5_HSI,0.001363939516129,0.3437127580645155,0.2430945096106608,1.4139058862950236,0.3624122750765013,-0.1000007876842383,0.5241935483870968,0.6771739130434782,0
stock_2_SP100,0.0013274637096774,0.3345208548387098,0.2276542006349624,1.469425356113263,0.3549377063590087,-0.167129389303682,0.5564516129032258,0.6769021739130435,0
stock_7_SP100,0.0011788709677419,0.2970754838709686,0.2048735818559232,1.4500429053848736,0.3120125003435319,-0.128880844405018,0.5604838709677419,0.675,0
stock_64_SP100,0.0018618669354838,0.4691904677419356,0.3462227770937374,1.3551692689903692,0.4995615289524884,-0.1769096530162354,0.5362903225806451,0.6744565217391304,0
stock_3_SP100,0.0011025887096774,0.2778523548387114,0.191343650484614,1.452111706529053,0.2908213821517482,-0.1499744397916113,0.5685483870967742,0.6733695652173912,0
stock_89_SP100,0.0011862217741935,0.2989278870967746,0.210364830923331,1.4209974442245104,0.313044065070664,-0.1127207860276463,0.5403225806451613,0.6730978260869565,0
stock_98_SP100,0.0010893870967741,0.2745255483870973,0.2081252379911089,1.319040165608483,0.2824984232511744,-0.0989738855038129,0.5766129032258065,0.6725543478260869,0
stock_81_SP100,0.0020772056451612,0.5234558225806464,0.3730685859141561,1.4031088179080689,0.5624819552079852,-0.3125199370305261,0.5725806451612904,0.6706521739130435,0
stock_97_SP100,0.0009143991935483,0.230428596774194,0.1607636807988282,1.433337403256778,0.2385287421080426,-0.1261472775563544,0.6048387096774194,0.6679347826086958,0
stock_12_HSI,0.0014352741935483,0.361689096774194,0.2326996519464299,1.554317308809121,0.3897164659246714,-0.1691892257940194,0.4919354838709677,0.6567934782608696,0
stock_37_HSI,0.0015476854838709,0.3900167419354835,0.2752946030852731,1.416724983216162,0.4144122504408107,-0.161843229920779,0.5,0.6540760869565218,0
stock_84_SP100,0.0015978669354838,0.4026624677419357,0.2739920559406436,1.4696136585404025,0.4320653656145383,-0.2174945431980612,0.5040322580645161,0.6467391304347826,0
stock_46_SP100,0.0008640846774193,0.2177493387096779,0.159306318069796,1.3668594023639198,0.2235239941242519,-0.1066232322234743,0.5524193548387096,0.6423913043478261,0
stock_10_SP100,0.0014398346774193,0.3628383387096764,0.2491960593128798,1.456035619945788,0.386386230236073,-0.2184996019055089,0.5241935483870968,0.6377717391304346,0
stock_92_SP100,0.0013526411290322,0.3408655645161287,0.2653452226513293,1.28461165085318,0.3508825843696301,-0.1230762413544796,0.532258064516129,0.6372282608695652,0
stock_74_HSI,0.002438379032258,0.614471516129031,0.4901947526721658,1.2535252831235006,0.6287219844751024,-0.2833741756865839,0.5040322580645161,0.6328804347826087,6
stock_43_HSI,0.001825879032258,0.4601215161290323,0.33447469197845,1.3756542039320503,0.4876346413396299,-0.2035235878953342,0.4838709677419355,0.6293478260869565,0
stock_68_SP100,0.001023754032258,0.2579860161290327,0.1945616988550738,1.3259856263960914,0.2651257056515999,-0.15486694318374,0.5443548387096774,0.6190217391304348,0
stock_73_HSI,0.0028239919354838,0.7116459677419359,0.5679880314826308,1.252924231315776,0.7200107512715375,-0.4662969456934449,0.5120967741935484,0.6163043478260869,6
stock_4_SP100,0.0009915120967741,0.2498610483870967,0.1764694207759963,1.4158886411502478,0.2592512736289936,-0.1727030307433857,0.5403225806451613,0.6152173913043478,0
stock_78_HSI,0.0025839516129032,0.6511558064516141,0.5206424007464112,1.2506776350103146,0.6634679950891558,-0.2913022120399652,0.4637096774193548,0.6089673913043477,6
stock_54_HSI,0.0015299354838709,0.3855437419354831,0.314062461195169,1.2276021160513453,0.3913011831453123,-0.2630294000906969,0.5443548387096774,0.5986413043478261,0
stock_28_SP100,0.0017038588709677,0.4293724354838703,0.3464203257563893,1.239455088399792,0.434434412792765,-0.312012619699572,0.5443548387096774,0.5983695652173914,0
stock_48_HSI,0.0016307782258064,0.4109561129032259,0.351378638314727,1.169553490429136,0.4098300220039756,-0.2272322704475489,0.532258064516129,0.5980978260869565,0
stock_59_SP100,0.0008917701612903,0.2247260806451621,0.1670668021719998,1.345127085235046,0.2304651934911592,-0.1820423815525393,0.5443548387096774,0.592391304347826,0
stock_88_SP100,0.0017041854838709,0.4294547419354837,0.3434120975208938,1.25055216468999,0.4431254200135983,-0.2494114194535549,0.4959677419354839,0.5899456521739129,0
stock_10_HSI,0.0022111693548387,0.5572146774193547,0.4543956475017478,1.2262764409890423,0.560292451774701,-0.2692999019770509,0.4596774193548387,0.5855978260869564,6
