Stock Similarity Group Detection
========================================
Method: Z-score normalized cosine similarity
High similarity threshold: >= 0.9
Low similarity threshold: <= -0.7

High similarity groups (1541 pairs)
----------------------------------------
stock_42_HSI <-> stock_16_HSI: 0.962478
stock_54_SP100 <-> stock_7_SP100: 0.962474
stock_76_SP100 <-> stock_27_HSI: 0.962421
stock_47_SP100 <-> stock_41_SP100: 0.962397
stock_71_SP100 <-> stock_61_HSI: 0.962337
stock_101_SP100 <-> stock_60_SP100: 0.962290
stock_79_SP100 <-> stock_89_SP100: 0.962243
stock_80_HSI <-> stock_69_HSI: 0.962059
stock_42_HSI <-> stock_43_HSI: 0.961991
stock_26_HSI <-> stock_30_HSI: 0.961991
stock_53_SP100 <-> stock_89_SP100: 0.961955
stock_67_SP100 <-> stock_57_SP100: 0.961923
stock_25_SP100 <-> stock_57_SP100: 0.961832
stock_62_SP100 <-> stock_79_SP100: 0.961826
stock_26_HSI <-> stock_38_HSI: 0.961823
stock_59_HSI <-> stock_74_HSI: 0.961823
stock_53_HSI <-> stock_26_SP100: 0.961821
stock_55_HSI <-> stock_23_HSI: 0.961721
stock_13_SP100 <-> stock_69_SP100: 0.961702
stock_85_SP100 <-> stock_45_SP100: 0.961614
stock_95_SP100 <-> stock_19_SP100: 0.961564
stock_93_SP100 <-> stock_66_SP100: 0.961563
stock_61_SP100 <-> stock_46_SP100: 0.961488
stock_1_SP100 <-> stock_54_SP100: 0.961221
stock_18_SP100 <-> stock_87_SP100: 0.961149
stock_23_HSI <-> stock_35_HSI: 0.961078
stock_47_SP100 <-> stock_99_SP100: 0.961062
stock_44_SP100 <-> stock_17_SP100: 0.961021
stock_62_HSI <-> stock_38_HSI: 0.961000
stock_83_SP100 <-> stock_26_HSI: 0.960835
stock_87_SP100 <-> stock_38_SP100: 0.960811
stock_17_HSI <-> stock_84_SP100: 0.960797
stock_4_HSI <-> stock_83_SP100: 0.960777
stock_77_HSI <-> stock_71_HSI: 0.960608
stock_67_HSI <-> stock_22_SP100: 0.960538
stock_6_SP100 <-> stock_83_HSI: 0.960455
stock_74_SP100 <-> stock_39_SP100: 0.960396
stock_44_SP100 <-> stock_82_SP100: 0.960381
stock_65_HSI <-> stock_38_HSI: 0.960123
stock_52_SP100 <-> stock_87_SP100: 0.960118
stock_18_SP100 <-> stock_55_SP100: 0.959905
stock_99_SP100 <-> stock_10_SP100: 0.959722
stock_17_HSI <-> stock_11_SP100: 0.959708
stock_83_HSI <-> stock_32_HSI: 0.959678
stock_27_SP100 <-> stock_17_SP100: 0.959483
stock_27_SP100 <-> stock_20_SP100: 0.959474
stock_18_HSI <-> stock_68_HSI: 0.959453
stock_44_SP100 <-> stock_21_SP100: 0.959153
stock_27_SP100 <-> stock_99_SP100: 0.959134
stock_24_SP100 <-> stock_26_SP100: 0.959111
stock_53_SP100 <-> stock_3_SP100: 0.959076
stock_77_SP100 <-> stock_94_SP100: 0.959069
stock_56_HSI <-> stock_79_HSI: 0.959012
stock_23_SP100 <-> stock_87_SP100: 0.958947
stock_59_HSI <-> stock_72_HSI: 0.958923
stock_38_SP100 <-> stock_33_SP100: 0.958922
stock_65_HSI <-> stock_6_HSI: 0.958920
stock_65_HSI <-> stock_80_HSI: 0.958851
stock_54_SP100 <-> stock_68_SP100: 0.958850
stock_95_SP100 <-> stock_30_SP100: 0.958839
stock_74_HSI <-> stock_78_HSI: 0.958800
stock_67_HSI <-> stock_21_HSI: 0.958718
stock_54_SP100 <-> stock_4_SP100: 0.958701
stock_56_SP100 <-> stock_62_SP100: 0.958654
stock_61_HSI <-> stock_69_HSI: 0.958641
stock_38_HSI <-> stock_63_HSI: 0.958625
stock_9_SP100 <-> stock_60_SP100: 0.958606
stock_16_SP100 <-> stock_62_SP100: 0.958421
stock_62_SP100 <-> stock_85_SP100: 0.958319
stock_67_SP100 <-> stock_20_SP100: 0.958307
stock_56_HSI <-> stock_22_SP100: 0.958270
stock_67_HSI <-> stock_22_HSI: 0.958220
stock_74_SP100 <-> stock_99_SP100: 0.958211
stock_101_SP100 <-> stock_75_SP100: 0.958195
stock_74_HSI <-> stock_72_HSI: 0.958192
stock_83_HSI <-> stock_63_HSI: 0.958189
stock_89_SP100 <-> stock_92_SP100: 0.958153
stock_67_HSI <-> stock_69_HSI: 0.958143
stock_80_HSI <-> stock_63_HSI: 0.958098
stock_70_SP100 <-> stock_63_SP100: 0.958098
stock_90_SP100 <-> stock_52_SP100: 0.958054
stock_53_HSI <-> stock_6_SP100: 0.958037
stock_99_SP100 <-> stock_55_SP100: 0.958027
stock_56_SP100 <-> stock_45_SP100: 0.957982
stock_13_SP100 <-> stock_11_SP100: 0.957838
stock_82_SP100 <-> stock_15_HSI: 0.957789
stock_17_SP100 <-> stock_54_HSI: 0.957784
stock_49_SP100 <-> stock_36_SP100: 0.957733
stock_77_HSI <-> stock_69_HSI: 0.957724
stock_88_SP100 <-> stock_72_HSI: 0.957683
stock_62_SP100 <-> stock_33_SP100: 0.957557
stock_67_SP100 <-> stock_45_SP100: 0.957353
stock_56_SP100 <-> stock_33_SP100: 0.957208
stock_70_SP100 <-> stock_84_SP100: 0.957084
stock_91_SP100 <-> stock_12_SP100: 0.956983
stock_29_HSI <-> stock_79_HSI: 0.956896
stock_83_HSI <-> stock_61_HSI: 0.956793
stock_62_SP100 <-> stock_7_SP100: 0.956782
stock_61_SP100 <-> stock_2_SP100: 0.956746
stock_83_SP100 <-> stock_67_HSI: 0.956743
stock_23_HSI <-> stock_75_HSI: 0.956741
stock_90_SP100 <-> stock_85_SP100: 0.956736
stock_11_SP100 <-> stock_84_SP100: 0.956709
stock_27_SP100 <-> stock_21_SP100: 0.956526
stock_56_SP100 <-> stock_15_HSI: 0.956504
stock_18_HSI <-> stock_70_HSI: 0.956440
stock_79_SP100 <-> stock_38_SP100: 0.956385
stock_83_HSI <-> stock_79_HSI: 0.956244
stock_62_SP100 <-> stock_54_SP100: 0.956120
stock_32_HSI <-> stock_69_HSI: 0.956097
stock_85_SP100 <-> stock_89_SP100: 0.956056
stock_25_SP100 <-> stock_55_SP100: 0.955961
stock_22_SP100 <-> stock_69_HSI: 0.955955
stock_82_SP100 <-> stock_20_SP100: 0.955951
stock_50_SP100 <-> stock_41_SP100: 0.955860
stock_56_HSI <-> stock_6_HSI: 0.955857
stock_63_SP100 <-> stock_81_HSI: 0.955819
stock_47_SP100 <-> stock_20_SP100: 0.955808
stock_41_SP100 <-> stock_69_SP100: 0.955773
stock_75_HSI <-> stock_70_HSI: 0.955655
stock_54_HSI <-> stock_28_SP100: 0.955634
stock_41_SP100 <-> stock_63_SP100: 0.955624
stock_67_SP100 <-> stock_25_SP100: 0.955540
stock_50_HSI <-> stock_47_HSI: 0.955521
stock_50_SP100 <-> stock_80_SP100: 0.955485
stock_100_SP100 <-> stock_48_SP100: 0.955288
stock_50_SP100 <-> stock_57_SP100: 0.955173
stock_46_HSI <-> stock_35_HSI: 0.955136
stock_13_SP100 <-> stock_45_SP100: 0.955002
stock_66_SP100 <-> stock_31_SP100: 0.954995
stock_71_SP100 <-> stock_22_SP100: 0.954976
stock_71_SP100 <-> stock_63_HSI: 0.954894
stock_23_SP100 <-> stock_33_SP100: 0.954807
stock_5_HSI <-> stock_89_SP100: 0.954773
stock_21_SP100 <-> stock_74_SP100: 0.954696
stock_55_HSI <-> stock_26_HSI: 0.954679
stock_27_HSI <-> stock_22_SP100: 0.954610
stock_1_SP100 <-> stock_7_SP100: 0.954601
stock_90_SP100 <-> stock_23_SP100: 0.954551
stock_48_SP100 <-> stock_22_HSI: 0.954481
stock_75_HSI <-> stock_66_HSI: 0.954323
stock_82_SP100 <-> stock_56_SP100: 0.954303
stock_69_SP100 <-> stock_2_SP100: 0.954257
stock_55_SP100 <-> stock_64_SP100: 0.954143
stock_55_HSI <-> stock_62_HSI: 0.954109
stock_1_SP100 <-> stock_3_SP100: 0.954089
stock_17_HSI <-> stock_15_HSI: 0.954029
stock_41_HSI <-> stock_24_SP100: 0.953940
stock_83_SP100 <-> stock_77_HSI: 0.953887
stock_6_SP100 <-> stock_22_HSI: 0.953801
stock_65_HSI <-> stock_68_HSI: 0.953698
stock_86_SP100 <-> stock_55_SP100: 0.953570
stock_27_SP100 <-> stock_15_SP100: 0.953413
stock_82_SP100 <-> stock_23_SP100: 0.953403
stock_96_SP100 <-> stock_11_SP100: 0.953327
stock_44_SP100 <-> stock_41_SP100: 0.953300
stock_61_SP100 <-> stock_4_SP100: 0.953201
stock_6_SP100 <-> stock_14_SP100: 0.953167
stock_29_SP100 <-> stock_31_SP100: 0.953103
stock_48_SP100 <-> stock_61_HSI: 0.953059
stock_20_HSI <-> stock_53_HSI: 0.952960
stock_56_HSI <-> stock_27_HSI: 0.952945
stock_6_SP100 <-> stock_61_HSI: 0.952912
stock_72_SP100 <-> stock_81_SP100: 0.952803
stock_39_SP100 <-> stock_28_SP100: 0.952795
stock_94_SP100 <-> stock_9_HSI: 0.952761
stock_50_SP100 <-> stock_47_SP100: 0.952657
stock_65_HSI <-> stock_62_HSI: 0.952520
stock_52_SP100 <-> stock_45_SP100: 0.952505
stock_74_SP100 <-> stock_69_SP100: 0.952503
stock_72_HSI <-> stock_16_HSI: 0.952349
stock_22_SP100 <-> stock_38_HSI: 0.952292
stock_90_SP100 <-> stock_47_SP100: 0.952268
stock_16_SP100 <-> stock_55_SP100: 0.952186
stock_38_SP100 <-> stock_68_SP100: 0.952164
stock_56_HSI <-> stock_83_HSI: 0.952109
stock_35_SP100 <-> stock_45_SP100: 0.952091
stock_16_SP100 <-> stock_82_SP100: 0.952080
stock_53_HSI <-> stock_6_HSI: 0.952026
stock_27_SP100 <-> stock_10_SP100: 0.951775
stock_80_HSI <-> stock_14_SP100: 0.951718
stock_41_SP100 <-> stock_48_HSI: 0.951652
stock_78_HSI <-> stock_72_HSI: 0.951592
stock_54_SP100 <-> stock_61_SP100: 0.951514
stock_24_HSI <-> stock_26_SP100: 0.951484
stock_54_SP100 <-> stock_2_SP100: 0.951425
stock_28_HSI <-> stock_30_HSI: 0.951356
stock_23_HSI <-> stock_65_HSI: 0.951325
stock_63_SP100 <-> stock_80_SP100: 0.951290
stock_83_HSI <-> stock_71_HSI: 0.951213
stock_90_SP100 <-> stock_57_SP100: 0.951107
stock_24_HSI <-> stock_14_SP100: 0.951098
stock_77_HSI <-> stock_32_HSI: 0.951050
stock_33_HSI <-> stock_6_SP100: 0.950911
stock_53_HSI <-> stock_32_HSI: 0.950662
stock_18_SP100 <-> stock_82_SP100: 0.950608
stock_1_SP100 <-> stock_56_SP100: 0.950576
stock_6_HSI <-> stock_79_HSI: 0.950528
stock_46_HSI <-> stock_47_HSI: 0.950506
stock_74_SP100 <-> stock_20_SP100: 0.950478
stock_47_SP100 <-> stock_62_SP100: 0.950467
stock_18_SP100 <-> stock_2_SP100: 0.950368
stock_52_SP100 <-> stock_55_SP100: 0.950365
stock_21_SP100 <-> stock_54_HSI: 0.950333
stock_51_HSI <-> stock_57_HSI: 0.950252
stock_62_HSI <-> stock_32_HSI: 0.950242
stock_65_SP100 <-> stock_51_SP100: 0.950035
stock_20_SP100 <-> stock_55_SP100: 0.949970
stock_76_SP100 <-> stock_95_SP100: 0.949844
stock_38_SP100 <-> stock_7_SP100: 0.949826
stock_71_HSI <-> stock_79_HSI: 0.949631
stock_20_SP100 <-> stock_45_SP100: 0.949584
stock_2_HSI <-> stock_51_SP100: 0.949530
stock_76_SP100 <-> stock_19_SP100: 0.949459
stock_30_SP100 <-> stock_29_HSI: 0.949445
stock_18_HSI <-> stock_21_HSI: 0.949445
stock_14_SP100 <-> stock_48_SP100: 0.949421
stock_19_SP100 <-> stock_22_SP100: 0.949400
stock_15_SP100 <-> stock_45_SP100: 0.949383
stock_82_SP100 <-> stock_99_SP100: 0.949316
stock_44_SP100 <-> stock_52_SP100: 0.949278
stock_21_SP100 <-> stock_39_SP100: 0.949263
stock_44_SP100 <-> stock_10_SP100: 0.949210
stock_83_SP100 <-> stock_32_HSI: 0.949185
stock_27_SP100 <-> stock_55_SP100: 0.949058
stock_13_SP100 <-> stock_52_SP100: 0.948963
stock_35_HSI <-> stock_26_HSI: 0.948904
stock_50_SP100 <-> stock_27_SP100: 0.948803
stock_74_SP100 <-> stock_72_SP100: 0.948770
stock_17_HSI <-> stock_12_HSI: 0.948688
stock_15_SP100 <-> stock_84_SP100: 0.948637
stock_15_HSI <-> stock_10_SP100: 0.948479
stock_61_SP100 <-> stock_89_SP100: 0.948478
stock_63_SP100 <-> stock_99_SP100: 0.948456
stock_65_HSI <-> stock_83_HSI: 0.948447
stock_39_SP100 <-> stock_17_SP100: 0.948308
stock_86_SP100 <-> stock_69_SP100: 0.948219
stock_55_HSI <-> stock_83_SP100: 0.948200
stock_32_HSI <-> stock_61_HSI: 0.948198
stock_85_SP100 <-> stock_5_HSI: 0.948187
stock_80_HSI <-> stock_68_HSI: 0.948057
stock_41_SP100 <-> stock_64_SP100: 0.947986
stock_27_SP100 <-> stock_85_SP100: 0.947939
stock_59_HSI <-> stock_42_HSI: 0.947898
stock_70_SP100 <-> stock_64_SP100: 0.947756
stock_27_SP100 <-> stock_33_SP100: 0.947752
stock_46_HSI <-> stock_71_HSI: 0.947737
stock_18_HSI <-> stock_63_HSI: 0.947686
stock_62_HSI <-> stock_67_HSI: 0.947653
stock_77_HSI <-> stock_21_HSI: 0.947634
stock_56_SP100 <-> stock_53_SP100: 0.947626
stock_74_SP100 <-> stock_17_SP100: 0.947564
stock_53_HSI <-> stock_27_HSI: 0.947563
stock_67_SP100 <-> stock_62_SP100: 0.947501
stock_98_SP100 <-> stock_68_SP100: 0.947482
stock_53_HSI <-> stock_67_HSI: 0.947422
stock_71_HSI <-> stock_48_SP100: 0.947409
stock_62_HSI <-> stock_75_HSI: 0.947383
stock_69_SP100 <-> stock_87_SP100: 0.947241
stock_99_SP100 <-> stock_45_SP100: 0.946976
stock_24_HSI <-> stock_56_HSI: 0.946951
stock_82_SP100 <-> stock_33_SP100: 0.946858
stock_45_SP100 <-> stock_33_SP100: 0.946838
stock_83_HSI <-> stock_68_HSI: 0.946818
stock_23_SP100 <-> stock_45_SP100: 0.946800
stock_15_SP100 <-> stock_17_HSI: 0.946708
stock_47_SP100 <-> stock_25_SP100: 0.946707
stock_10_HSI <-> stock_36_HSI: 0.946669
stock_82_SP100 <-> stock_11_SP100: 0.946563
stock_4_HSI <-> stock_55_HSI: 0.946541
stock_78_SP100 <-> stock_42_HSI: 0.946452
stock_47_SP100 <-> stock_15_SP100: 0.946416
stock_82_SP100 <-> stock_17_HSI: 0.946342
stock_21_SP100 <-> stock_62_SP100: 0.946318
stock_48_SP100 <-> stock_21_HSI: 0.946318
stock_99_SP100 <-> stock_64_SP100: 0.946310
stock_34_HSI <-> stock_16_HSI: 0.946259
stock_69_SP100 <-> stock_80_SP100: 0.946227
stock_16_SP100 <-> stock_99_SP100: 0.946050
stock_38_SP100 <-> stock_15_HSI: 0.946046
stock_77_SP100 <-> stock_2_HSI: 0.946035
stock_56_SP100 <-> stock_89_SP100: 0.945979
stock_32_SP100 <-> stock_31_SP100: 0.945913
stock_71_SP100 <-> stock_48_SP100: 0.945910
stock_18_SP100 <-> stock_1_SP100: 0.945871
stock_74_SP100 <-> stock_54_HSI: 0.945867
stock_54_SP100 <-> stock_3_SP100: 0.945826
stock_26_HSI <-> stock_50_HSI: 0.945825
stock_2_SP100 <-> stock_89_SP100: 0.945820
stock_39_SP100 <-> stock_48_HSI: 0.945792
stock_18_SP100 <-> stock_99_SP100: 0.945756
stock_62_SP100 <-> stock_58_SP100: 0.945749
stock_56_HSI <-> stock_19_SP100: 0.945722
stock_56_HSI <-> stock_29_HSI: 0.945614
stock_1_SP100 <-> stock_61_SP100: 0.945590
stock_14_SP100 <-> stock_21_HSI: 0.945405
stock_62_HSI <-> stock_47_HSI: 0.945388
stock_29_HSI <-> stock_27_HSI: 0.945360
stock_56_HSI <-> stock_33_HSI: 0.945349
stock_81_HSI <-> stock_74_HSI: 0.945325
stock_23_HSI <-> stock_50_HSI: 0.945093
stock_62_SP100 <-> stock_17_SP100: 0.945089
stock_3_HSI <-> stock_19_SP100: 0.945078
stock_18_HSI <-> stock_69_HSI: 0.945069
stock_45_HSI <-> stock_32_HSI: 0.944986
stock_45_SP100 <-> stock_2_SP100: 0.944967
stock_24_HSI <-> stock_33_HSI: 0.944876
stock_26_HSI <-> stock_67_HSI: 0.944873
stock_83_SP100 <-> stock_23_HSI: 0.944769
stock_63_SP100 <-> stock_55_SP100: 0.944768
stock_78_SP100 <-> stock_72_HSI: 0.944742
stock_46_SP100 <-> stock_2_HSI: 0.944739
stock_30_HSI <-> stock_77_HSI: 0.944662
stock_19_SP100 <-> stock_14_SP100: 0.944652
stock_86_SP100 <-> stock_74_SP100: 0.944651
stock_22_HSI <-> stock_66_HSI: 0.944612
stock_63_HSI <-> stock_68_HSI: 0.944270
stock_28_HSI <-> stock_50_HSI: 0.944156
stock_28_HSI <-> stock_64_HSI: 0.944109
stock_38_SP100 <-> stock_4_SP100: 0.943943
stock_3_HSI <-> stock_27_HSI: 0.943942
stock_30_SP100 <-> stock_14_SP100: 0.943904
stock_67_SP100 <-> stock_72_SP100: 0.943841
stock_1_SP100 <-> stock_53_SP100: 0.943784
stock_3_SP100 <-> stock_4_SP100: 0.943779
stock_29_HSI <-> stock_32_HSI: 0.943667
stock_27_SP100 <-> stock_2_SP100: 0.943631
stock_46_HSI <-> stock_77_HSI: 0.943628
stock_47_SP100 <-> stock_74_SP100: 0.943577
stock_23_HSI <-> stock_62_HSI: 0.943274
stock_35_HSI <-> stock_47_HSI: 0.943139
stock_3_SP100 <-> stock_46_SP100: 0.943023
stock_18_SP100 <-> stock_20_SP100: 0.943022
stock_23_SP100 <-> stock_89_SP100: 0.942951
stock_67_SP100 <-> stock_80_SP100: 0.942947
stock_6_SP100 <-> stock_26_SP100: 0.942849
stock_30_HSI <-> stock_47_HSI: 0.942806
stock_25_SP100 <-> stock_41_SP100: 0.942758
stock_27_SP100 <-> stock_25_SP100: 0.942701
stock_29_HSI <-> stock_21_HSI: 0.942637
stock_27_SP100 <-> stock_35_SP100: 0.942535
stock_87_SP100 <-> stock_92_SP100: 0.942500
stock_16_SP100 <-> stock_20_SP100: 0.942423
stock_74_HSI <-> stock_8_SP100: 0.942392
stock_41_SP100 <-> stock_81_SP100: 0.942267
stock_82_HSI <-> stock_8_HSI: 0.942144
stock_39_SP100 <-> stock_80_SP100: 0.942065
stock_15_SP100 <-> stock_96_SP100: 0.941950
stock_20_SP100 <-> stock_17_HSI: 0.941931
stock_75_HSI <-> stock_69_HSI: 0.941844
stock_80_HSI <-> stock_71_HSI: 0.941818
stock_44_SP100 <-> stock_90_SP100: 0.941816
stock_54_SP100 <-> stock_33_SP100: 0.941795
stock_35_SP100 <-> stock_61_SP100: 0.941768
stock_65_HSI <-> stock_6_SP100: 0.941759
stock_96_SP100 <-> stock_43_HSI: 0.941745
stock_69_SP100 <-> stock_72_SP100: 0.941740
stock_67_SP100 <-> stock_15_SP100: 0.941695
stock_81_HSI <-> stock_42_HSI: 0.941617
stock_55_SP100 <-> stock_48_HSI: 0.941588
stock_38_HSI <-> stock_61_HSI: 0.941548
stock_3_HSI <-> stock_26_SP100: 0.941532
stock_60_HSI <-> stock_42_HSI: 0.941492
stock_33_SP100 <-> stock_2_SP100: 0.941433
stock_46_HSI <-> stock_70_HSI: 0.941426
stock_47_HSI <-> stock_22_HSI: 0.941410
stock_90_SP100 <-> stock_86_SP100: 0.941361
stock_63_HSI <-> stock_66_HSI: 0.941328
stock_60_HSI <-> stock_48_HSI: 0.941306
stock_41_SP100 <-> stock_99_SP100: 0.941263
stock_27_SP100 <-> stock_11_SP100: 0.941257
stock_62_SP100 <-> stock_57_SP100: 0.941238
stock_7_SP100 <-> stock_46_SP100: 0.941135
stock_19_SP100 <-> stock_29_HSI: 0.940986
stock_67_SP100 <-> stock_54_HSI: 0.940977
stock_20_SP100 <-> stock_64_SP100: 0.940942
stock_23_SP100 <-> stock_53_SP100: 0.940896
stock_80_HSI <-> stock_27_HSI: 0.940761
stock_62_SP100 <-> stock_23_SP100: 0.940757
stock_50_SP100 <-> stock_48_HSI: 0.940729
stock_45_SP100 <-> stock_17_SP100: 0.940674
stock_86_SP100 <-> stock_17_HSI: 0.940608
stock_18_HSI <-> stock_77_HSI: 0.940607
stock_16_SP100 <-> stock_50_SP100: 0.940604
stock_56_HSI <-> stock_83_SP100: 0.940586
stock_7_SP100 <-> stock_4_SP100: 0.940581
stock_27_SP100 <-> stock_56_SP100: 0.940577
stock_13_SP100 <-> stock_82_SP100: 0.940456
stock_11_SP100 <-> stock_64_SP100: 0.940309
stock_72_SP100 <-> stock_80_SP100: 0.940274
stock_63_SP100 <-> stock_20_SP100: 0.940207
stock_46_HSI <-> stock_50_HSI: 0.940137
stock_42_HSI <-> stock_74_HSI: 0.940063
stock_69_SP100 <-> stock_45_SP100: 0.940036
stock_18_HSI <-> stock_66_HSI: 0.939945
stock_74_HSI <-> stock_73_HSI: 0.939836
stock_50_HSI <-> stock_70_HSI: 0.939729
stock_26_HSI <-> stock_71_HSI: 0.939638
stock_38_SP100 <-> stock_5_HSI: 0.939579
stock_24_HSI <-> stock_22_SP100: 0.939351
stock_86_SP100 <-> stock_33_SP100: 0.939129
stock_35_SP100 <-> stock_3_SP100: 0.938925
stock_21_SP100 <-> stock_80_SP100: 0.938829
stock_25_SP100 <-> stock_10_SP100: 0.938811
stock_15_HSI <-> stock_92_SP100: 0.938805
stock_16_SP100 <-> stock_87_SP100: 0.938664
stock_70_HSI <-> stock_69_HSI: 0.938633
stock_81_HSI <-> stock_72_HSI: 0.938604
stock_50_SP100 <-> stock_18_SP100: 0.938597
stock_53_SP100 <-> stock_59_SP100: 0.938525
stock_98_SP100 <-> stock_46_SP100: 0.938438
stock_65_SP100 <-> stock_77_SP100: 0.938317
stock_24_HSI <-> stock_79_HSI: 0.938301
stock_44_SP100 <-> stock_62_SP100: 0.938128
stock_67_SP100 <-> stock_39_SP100: 0.938075
stock_89_SP100 <-> stock_4_SP100: 0.938062
stock_12_HSI <-> stock_84_SP100: 0.938001
stock_90_SP100 <-> stock_54_SP100: 0.937988
stock_79_SP100 <-> stock_4_SP100: 0.937901
stock_2_SP100 <-> stock_98_SP100: 0.937849
stock_61_SP100 <-> stock_59_SP100: 0.937784
stock_77_HSI <-> stock_66_HSI: 0.937783
stock_16_SP100 <-> stock_15_SP100: 0.937766
stock_6_HSI <-> stock_68_HSI: 0.937760
stock_95_SP100 <-> stock_26_SP100: 0.937756
stock_83_HSI <-> stock_77_HSI: 0.937701
stock_74_SP100 <-> stock_11_SP100: 0.937584
stock_17_HSI <-> stock_10_SP100: 0.937514
stock_85_SP100 <-> stock_57_SP100: 0.937442
stock_34_HSI <-> stock_88_SP100: 0.937440
stock_60_HSI <-> stock_74_HSI: 0.937434
stock_76_SP100 <-> stock_24_SP100: 0.937410
stock_35_HSI <-> stock_77_HSI: 0.937256
stock_86_SP100 <-> stock_70_SP100: 0.937238
stock_56_SP100 <-> stock_79_SP100: 0.937161
stock_32_HSI <-> stock_71_HSI: 0.937110
stock_65_HSI <-> stock_79_HSI: 0.937008
stock_18_HSI <-> stock_22_HSI: 0.936858
stock_35_SP100 <-> stock_15_HSI: 0.936768
stock_29_HSI <-> stock_67_HSI: 0.936616
stock_63_SP100 <-> stock_39_SP100: 0.936594
stock_86_SP100 <-> stock_17_SP100: 0.936575
stock_64_HSI <-> stock_70_HSI: 0.936534
stock_14_SP100 <-> stock_32_HSI: 0.936513
stock_79_SP100 <-> stock_46_SP100: 0.936488
stock_50_SP100 <-> stock_69_SP100: 0.936449
stock_62_HSI <-> stock_71_HSI: 0.936399
stock_67_SP100 <-> stock_11_SP100: 0.936374
stock_48_SP100 <-> stock_70_HSI: 0.936206
stock_87_SP100 <-> stock_3_SP100: 0.936169
stock_51_SP100 <-> stock_29_SP100: 0.936125
stock_67_HSI <-> stock_71_HSI: 0.936096
stock_87_SP100 <-> stock_53_SP100: 0.935839
stock_45_SP100 <-> stock_11_SP100: 0.935828
stock_62_SP100 <-> stock_89_SP100: 0.935818
stock_20_SP100 <-> stock_84_SP100: 0.935759
stock_52_SP100 <-> stock_58_SP100: 0.935750
stock_53_HSI <-> stock_19_SP100: 0.935709
stock_70_SP100 <-> stock_17_HSI: 0.935676
stock_6_HSI <-> stock_38_HSI: 0.935667
stock_45_SP100 <-> stock_15_HSI: 0.935614
stock_86_SP100 <-> stock_62_SP100: 0.935599
stock_90_SP100 <-> stock_2_SP100: 0.935584
stock_1_SP100 <-> stock_45_SP100: 0.935436
stock_18_HSI <-> stock_48_SP100: 0.935405
stock_3_SP100 <-> stock_89_SP100: 0.935386
stock_48_SP100 <-> stock_69_HSI: 0.935359
stock_29_HSI <-> stock_69_HSI: 0.935320
stock_100_SP100 <-> stock_70_HSI: 0.935273
stock_32_HSI <-> stock_63_HSI: 0.935064
stock_87_SP100 <-> stock_58_SP100: 0.935058
stock_66_SP100 <-> stock_3_HSI: 0.935041
stock_82_SP100 <-> stock_87_SP100: 0.934843
stock_24_HSI <-> stock_53_HSI: 0.934841
stock_18_SP100 <-> stock_41_SP100: 0.934815
stock_52_HSI <-> stock_51_HSI: 0.934789
stock_75_HSI <-> stock_21_HSI: 0.934759
stock_23_HSI <-> stock_47_HSI: 0.934717
stock_50_HSI <-> stock_77_HSI: 0.934710
stock_89_SP100 <-> stock_46_SP100: 0.934705
stock_87_SP100 <-> stock_57_SP100: 0.934652
stock_22_SP100 <-> stock_71_HSI: 0.934603
stock_53_SP100 <-> stock_58_SP100: 0.934576
stock_82_SP100 <-> stock_47_SP100: 0.934449
stock_60_SP100 <-> stock_66_SP100: 0.934346
stock_86_SP100 <-> stock_21_SP100: 0.934344
stock_27_SP100 <-> stock_1_SP100: 0.934340
stock_83_HSI <-> stock_47_HSI: 0.934325
stock_67_HSI <-> stock_47_HSI: 0.934322
stock_18_HSI <-> stock_50_HSI: 0.934304
stock_21_SP100 <-> stock_2_SP100: 0.934276
stock_35_SP100 <-> stock_68_SP100: 0.934218
stock_62_SP100 <-> stock_38_SP100: 0.934100
stock_13_SP100 <-> stock_63_SP100: 0.934099
stock_62_SP100 <-> stock_3_SP100: 0.934094
stock_57_SP100 <-> stock_55_SP100: 0.934040
stock_45_HSI <-> stock_65_HSI: 0.933966
stock_57_SP100 <-> stock_17_SP100: 0.933905
stock_44_SP100 <-> stock_64_SP100: 0.933768
stock_80_HSI <-> stock_77_HSI: 0.933750
stock_90_SP100 <-> stock_67_SP100: 0.933674
stock_87_SP100 <-> stock_61_SP100: 0.933660
stock_18_SP100 <-> stock_15_SP100: 0.933582
stock_43_SP100 <-> stock_37_SP100: 0.933568
stock_3_HSI <-> stock_31_SP100: 0.933545
stock_10_HSI <-> stock_76_HSI: 0.933507
stock_29_HSI <-> stock_48_SP100: 0.933466
stock_43_HSI <-> stock_16_HSI: 0.933436
stock_10_HSI <-> stock_72_HSI: 0.933428
stock_56_HSI <-> stock_38_HSI: 0.933428
stock_40_SP100 <-> stock_93_SP100: 0.933392
stock_20_SP100 <-> stock_96_SP100: 0.933340
stock_101_SP100 <-> stock_9_SP100: 0.933299
stock_81_HSI <-> stock_48_HSI: 0.933281
stock_6_HSI <-> stock_77_HSI: 0.933280
stock_87_SP100 <-> stock_15_HSI: 0.933121
stock_53_SP100 <-> stock_98_SP100: 0.932998
stock_14_HSI <-> stock_31_HSI: 0.932947
stock_29_SP100 <-> stock_66_SP100: 0.932927
stock_17_SP100 <-> stock_2_SP100: 0.932917
stock_71_SP100 <-> stock_22_HSI: 0.932889
stock_57_SP100 <-> stock_33_SP100: 0.932882
